Level,Name,School,Casting Time,Range,Area,Components,Materials,Duration,Concentration,Ritual,Attack/Save,Damage/Effect,Source,Description,URL_absolute,Primary Effect Category,Arcane Status,Divine Status,Nature Status,Elemental Status,Psionics Status
6th,Find the Path,Divination,1 Minute,,,"V, S, M",,1 Day,,,,Detection,,"You magically sense the most direct physical route to a location you name. You must be familiar with the location, and the spell fails if you name a destination on another plane of existence, a moving destination (such as a mobile fortress), or an unspecific destination (such as “a green dragon’s lair”).

For the duration, as long as you are on the same plane of existence as the destination, you know how far it is and in what direction it lies. Whenever you face a choice of paths along the way there, you know which path is the most direct.",https://www.dndbeyond.com/spells/2618881-find-the-path,Divination — Omens & Revelation,Hard Ban,Exclusive,Hard Ban,Hard Ban,Hard Ban
6th,Fizban's Platinum Shield,Abjuration,1 Bonus Action,60 ft.,,"V, S, M",,1 Minute,,,,Warding,,,https://www.dndbeyond.com/spells/1183864-fizbans-platinum-shield,Wards & Sanctuaries,Hard Ban,Primary,Hard Ban,Hard Ban,Hard Ban
6th,Heal,Abjuration,1 Action,60 ft.,,"V, S",,Instantaneous,,,,Blinded (...),,"Choose a creature that you can see within range. Positive energy washes through the target, restoring 70 Hit Points. This spell also ends the Blinded , Deafened , and Poisoned conditions on the target.

Using a Higher-Level Spell Slot. The healing increases by 10 for each spell slot level above 6.",https://www.dndbeyond.com/spells/2618979-heal,Healing & Restoration,Hard Ban,Primary,Hard Ban,Primary,Hard Ban
6th,Magic Jar,Necromancy,1 Minute,,,"V, S, M",,Until Dispelled,,,CHA Save,Control,,"Your body falls into a catatonic state as your soul leaves it and enters the container you used for the spell’s Material component. While your soul inhabits the container, you are aware of your surroundings as if you were in the container’s space. You can’t move or take Reactions. The only action you can take is to project your soul up to 100 feet out of the container, either returning to your living body (and ending the spell) or attempting to possess a Humanoid’s body.

You can attempt to possess any Humanoid within 100 feet of you that you can see (creatures warded by a Protection from Evil and Good or Magic Circle spell can’t be possessed ). The target makes a Charisma saving throw. On a failed save, your soul enters the target’s body, and the target’s soul becomes trapped in the container. On a successful save, the target resists your efforts to possess it, and you can’t attempt to possess it again for 24 hours.

Once you possess a creature’s body, you control it. Your Hit Points, Hit Point Dice, Strength, Dexterity, Constitution, Speed, and senses are replaced by the creature’s. You otherwise keep your game statistics.

Meanwhile, the possessed creature’s soul can perceive from the container using its own senses, but it can’t move and it is Incapacitated .

While possessing a body, you can take a Magic action to return from the host body to the container if it is within 100 feet of you, returning the host creature’s soul to its body. If the host body dies while you’re in it, the creature dies, and you make a Charisma saving throw against your own spellcasting DC. On a success, you return to the container if it is within 100 feet of you. Otherwise, you die.

If the container is destroyed or the spell ends, your soul returns to your body. If your body is more than 100 feet away from you or if your body is dead, you die. If another creature’s soul is in the container when it is destroyed, the creature’s soul returns to its body if the body is alive and within 100 feet. Otherwise, that creature dies.

When the spell ends, the container is destroyed.",https://www.dndbeyond.com/spells/2619021-magic-jar,Wards & Sanctuaries,Hard Ban,Primary,Hard Ban,Hard Ban,Hard Ban
6th,Primordial Ward,Abjuration,1 Action,,,"V, S",,1 Minute,,,,Warding,,"You have resistance to acid, cold, fire, lightning, and thunder damage for the spell’s duration.

When you take damage of one of those types, you can use your reaction to gain immunity to that type of damage, including against the triggering damage.

If you do so, the resistances end, and you have the immunity until the end of your next turn, at which time the spell ends.",https://www.dndbeyond.com/spells/2395-primordial-ward,Wards & Sanctuaries,Hard Ban,Primary,Hard Ban,Hard Ban,Hard Ban
6th,Soul Cage,Necromancy,1 Reaction *,60 ft.,,"V, S, M",,8 Hours,,,,Buff (...),,"This spell snatches the soul of a humanoid as it dies and traps it inside the tiny cage you use for the material component. A stolen soul remains inside the cage until the spell ends or until you destroy the cage, which ends the spell. While you have a soul inside the cage, you can exploit it in any of the ways described below. You can use a trapped soul up to six times. Once you exploit a soul for the sixth time, it is released, and the spell ends. While a soul is trapped, the dead humanoid it came from can’t be revived.

Steal Life. You can use a bonus action to drain vigor from the soul and regain 2d8 hit points.

Query Soul. You ask the soul a question (no action required) and receive a brief telepathic answer, which you can understand regardless of the language used. The soul knows only what it knew in life, but it must answer you truthfully and to the best of its ability. The answer is no more than a sentence or two and might be cryptic.

Borrow Experience. You can use a bonus action to bolster yourself with the soul’s life experience, making your next attack roll, ability check, or saving throw with advantage. If you don’t use this benefit before the start of your next turn, it is lost.

Eyes of the Dead. You can use an action to name a place the humanoid saw in life, which creates an invisible sensor somewhere in that place if it is on the plane of existence you’re currently on. The sensor remains for as long as you concentrate, up to 10 minutes (as if you were concentrating on a spell). You receive visual and auditory information from the sensor as if you were in its space using your senses.

A creature that can see the sensor (such as one using see invisibility or truesight ) sees a translucent image of the tormented humanoid whose soul you caged.",https://www.dndbeyond.com/spells/14601-soul-cage,Curses & Hexes,Hard Ban,Primary,Hard Ban,Hard Ban,Hard Ban
6th,Summon Fiend,Conjuration,1 Action,90 ft.,,"V, S, M",,1 Hour,,,,Summoning,,"You call forth a fiendish spirit. It manifests in an unoccupied space that you can see within range and uses the Fiendish Spirit stat block. When you cast the spell, choose Demon, Devil, or Yugoloth. The creature resembles a Fiend of the chosen type, which determines certain details in its stat block. The creature disappears when it drops to 0 Hit Points or when the spell ends.

The creature is an ally to you and your allies. In combat, the creature shares your Initiative count, but it takes its turn immediately after yours. It obeys your verbal commands (no action required by you). If you don’t issue any, it takes the Dodge action and uses its movement to avoid danger.

Using a Higher-Level Spell Slot. Use the spell slot’s level for the spell’s level in the stat block.

Large Fiend, Neutral

AC 12 + the spell’s level

HP 50 (Demon only) or 40 (Devil only) or 60 (Yugoloth only) + 15 for each spell level above 6

Speed 40 ft.; Climb 40 ft. (Demon only); Fly 60 ft. (Devil only)

Resistances Fire

Immunities Poison; Poisoned

Senses Darkvision 60 ft.; Passive Perception 10

Languages Abyssal, Infernal; telepathy 60 ft.

CR None (XP 0; PB equals your Proficiency Bonus)

Traits

Death Throes (Demon Only). When the spirit drops to 0 Hit Points or the spell ends, the spirit explodes. Dexterity Saving Throw: DC equals your spell save DC, each creature in a 10-foot Emanation originating from the spirit. Failure: 2d10 plus this spell’s level Fire damage. Success: Half damage.

Devil’s Sight (Devil Only). Magical Darkness doesn’t impede the spirit’s Darkvision .

Magic Resistance. The spirit has Advantage on saving throws against spells and other magical eff ects.

Actions

Multiattack. The spirit makes a number of attacks equal to half this spell’s level (round down).

Bite (Demon Only). Melee Attack Roll: Bonus equals your spell attack modifier, reach 5 ft. Hit: 1d12 + 3 + the spell’s level Necrotic damage.

Claws (Yugoloth Only). Melee Attack Roll: Bonus equals your spell attack modifier, reach 5 ft. Hit: 1d8 + 3 + the spell’s level Slashing damage. Immediately after the attack hits or misses, the spirit can teleport up to 30 feet to an unoccupied space it can see.

Fiery Strike (Devil Only). Melee or Ranged Attack Roll: Bonus equals your spell attack modifier, reach 5 ft. or range 150 ft. Hit: 2d6 + 3 + the spell’s level Fire damage.",https://www.dndbeyond.com/spells/2619117-summon-fiend,Summoning — Extraplanar,Hard Ban,Secondary,Hard Ban,Hard Ban,Hard Ban
6th,Tenser's Transformation,Transmutation,1 Action,,,"V, S, M",,10 Minutes,,,,Buff (...),,"You endow yourself with endurance and martial prowess fueled by magic. Until the spell ends, you can’t cast spells, and you gain the following benefits:

You gain 50 temporary hit points. If any of these remain when the spell ends, they are lost.

You have advantage on attack rolls that you make with simple and martial weapons.

When you hit a target with a weapon attack, that target takes an extra 2d12 force damage.

You have proficiency with all armor, shields, simple weapons, and martial weapons.

You have proficiency in Strength and Constitution saving throws.

You can attack twice, instead of once, when you take the Attack action on your turn. You ignore this benefit if you already have a feature, like Extra Attack, that gives you extra attacks.

Immediately after the spell ends, you must succeed on a DC 15 Constitution saving throw or suffer one level of exhaustion .",https://www.dndbeyond.com/spells/14612-tensers-transformation,Conditions & Debuffs,Hard Ban,Primary,Hard Ban,Hard Ban,Secondary
7th,Conjure Celestial,Conjuration,1 Action,90 ft.,(10 ft. *),"V, S",,10 Minutes,,,DEX Save,Radiant,,"You conjure a spirit from the Upper Planes, which manifests as a pillar of light in a 10-foot-radius, 40-foot-high Cylinder centered on a point within range. For each creature you can see in the Cylinder, choose which of these lights shines on it:

Healing Light. The target regains Hit Points equal to 4d12 plus your spellcasting ability modifier.

Searing Light. The target makes a Dexterity saving throw, taking 6d12 Radiant damage on a failed save or half as much damage on a successful one.

Until the spell ends, Bright Light fills the Cylinder, and when you move on your turn, you can also move the Cylinder up to 30 feet.

Whenever the Cylinder moves into the space of a creature you can see and whenever a creature you can see enters the Cylinder or ends its turn there, you can bathe it in one of the lights. A creature can be affected by this spell only once per turn.

Using a Higher-Level Spell Slot. The healing and damage increase by 1d12 for each spell slot level above 7.",https://www.dndbeyond.com/spells/2619046-conjure-celestial,Healing & Restoration,Hard Ban,Primary,Hard Ban,Primary,Hard Ban
7th,Divine Word,Evocation,1 Bonus Action,30 ft.,,V,,Instantaneous,,,CHA Save,Deafened (...),,"You utter a word imbued with power from the Upper Planes. Each creature of your choice in range makes a Charisma saving throw. On a failed save, a target that has 50 Hit Points or fewer suffers an effect based on its current Hit Points, as shown in the Divine Word Effects table. Regardless of its Hit Points, a Celestial, an Elemental, a Fey, or a Fiend target that fails its save is forced back to its plane of origin (if it isn’t there already) and can’t return to the current plane for 24 hours by any means short of a Wish spell.",https://www.dndbeyond.com/spells/2619144-divine-word,Conditions & Debuffs,Hard Ban,Primary,Hard Ban,Hard Ban,Secondary
7th,Resurrection,Necromancy,1 Hour,,,"V, S, M",,Instantaneous,,,,Healing,,"With a touch, you revive a dead creature that has been dead for no more than a century, didn’t die of old age, and wasn’t Undead when it died.

The creature returns to life with all its Hit Points. This spell also neutralizes any poisons that affected the creature at the time of death. This spell closes all mortal wounds and restores any missing body parts.

Coming back from the dead is an ordeal. The target takes a −4 penalty to D20 Tests . Every time the target finishes a Long Rest, the penalty is reduced by 1 until it becomes 0.

Casting this spell to revive a creature that has been dead for 365 days or longer taxes you. Until you finish a Long Rest, you can’t cast spells again, and you have Disadvantage on D20 Tests.",https://www.dndbeyond.com/spells/2618953-resurrection,Resurrection,Hard Ban,Exclusive,Hard Ban,Hard Ban,Hard Ban
7th,Sequester,Transmutation,1 Action,,,"V, S, M",,Until Dispelled,,,,Invisible,,"With a touch, you magically sequester an object or a willing creature. For the duration, the target has the Invisible condition and can’t be targeted by Divination spells, detected by magic, or viewed remotely with magic.

If the target is a creature, it enters a state of suspended animation; it has the Unconscious condition, doesn’t age, and doesn’t need food, water, or air.

You can set a condition for the spell to end early. The condition can be anything you choose, but it must occur or be visible within 1 mile of the target. Examples include “after 1,000 years” or “when the tarrasque awakens.” This spell also ends if the target takes any damage.",https://www.dndbeyond.com/spells/2618980-sequester,Wards & Sanctuaries,Hard Ban,Primary,Hard Ban,Hard Ban,Hard Ban
7th,Temple of the Gods,Conjuration,1 Hour,120 ft.,,"V, S, M",,24 Hours,,,CHA Save,Creation (...),,"You cause a temple to shimmer into existence on ground you can see within range. The temple must fit within an unoccupied cube of space, up to 120 feet on each side. The temple remains until the spell ends. It is dedicated to whatever god, pantheon, or philosophy is represented by the holy symbol used in the casting.

You make all decisions about the temple’s appearance. The interior is enclosed by a floor, walls, and a roof, with one door granting access to the interior and as many windows as you wish. Only you and any creatures you designate when you cast the spell can open or close the door.

The temple’s interior is an open space with an idol or altar at one end. You decide whether the temple is illuminated and whether that illumination is bright light or dim light. The smell of burning incense fills the air within, and the temperature is mild.

The temple opposes types of creatures you choose when you cast this spell. Choose one or more of the following: celestials, elementals, fey, fiends, or undead. If a creature of the chosen type attempts to enter the temple, that creature must make a Charisma saving throw. On a failed save, it can’t enter the temple for 24 hours. Even if the creature can enter the temple, the magic there hinders it; whenever it makes an attack roll, an ability check, or a saving throw inside the temple, it must roll a d4 and subtract the number rolled from the d20 roll.

In addition, the sensors created by divination spells can’t appear inside the temple, and creatures within can’t be targeted by divination spells.

Finally, whenever any creature in the temple regains hit points from a spell of 1st level or higher, the creature regains additional hit points equal to your Wisdom modifier (minimum 1 hit point).

The temple is made from opaque magical force that extends into the Ethereal Plane, thus blocking ethereal travel into the temple’s interior. Nothing can physically pass through the temple’s exterior. It can’t be dispelled by dispel magic , and antimagic field has no effect on it. A disintegrate spell destroys the temple instantly.

Casting this spell on the same spot every day for a year makes this effect permanent.",https://www.dndbeyond.com/spells/14606-temple-of-the-gods,Healing & Restoration,Hard Ban,Primary,Hard Ban,Primary,Hard Ban
7th,Whirlwind,Evocation,1 Action,300 ft.,(10 ft. *),"V, M",,1 Minute,,,DEX Save,Bludgeoning,,"A whirlwind howls down to a point that you can see on the ground within range. The whirlwind is a 10-foot-radius, 30-foot-high cylinder centered on that point. Until the spell ends, you can use your action to move the whirlwind up to 30 feet in any direction along the ground. The whirlwind sucks up any Medium or smaller objects that aren’t secured to anything and that aren’t worn or carried by anyone.

A creature must make a Dexterity saving throw the first time on a turn that it enters the whirlwind or that the whirlwind enters its space, including when the whirlwind first appears. A creature takes 10d6 bludgeoning damage on a failed save, or half as much damage on a successful one. In addition, a Large or smaller creature that fails the save must succeed on a Strength saving throw or become restrained in the whirlwind until the spell ends. When a creature starts its turn restrained by the whirlwind, the creature is pulled 5 feet higher inside it, unless the creature is at the top. A restrained creature moves with the whirlwind and falls when the spell ends, unless the creature has some means to stay aloft.

A restrained creature can use an action to make a Strength or Dexterity check against your spell save DC. If successful, the creature is no longer restrained by the whirlwind and is hurled 3d6 × 10 feet away from it in a random direction.",https://www.dndbeyond.com/spells/2409-whirlwind,Conditions & Debuffs,Hard Ban,Primary,Hard Ban,Hard Ban,Secondary
8th,Befuddlement,Enchantment,1 Action,150 ft.,,"V, S, M",,Instantaneous,,,INT Save,Psychic,,"You blast the mind of a creature that you can see within range. The target makes an Intelligence saving throw.

On a failed save, the target takes 10d12 Psychic damage and can’t cast spells or take the Magic action. At the end of every 30 days, the target repeats the save, ending the effect on a success. The effect can also be ended by the Greater Restoration , Heal , or Wish spell.

On a successful save, the target takes half as much damage only.",https://www.dndbeyond.com/spells/2618832-befuddlement,Healing & Restoration,Hard Ban,Primary,Hard Ban,Primary,Hard Ban
8th,Glibness,Enchantment,1 Action,,,V,,1 Hour,,,,Social,,"Until the spell ends, when you make a Charisma check, you can replace the number you roll with a 15. Additionally, no matter what you say, magic that would determine if you are telling the truth indicates that you are being truthful.",https://www.dndbeyond.com/spells/2618948-glibness,Conditions & Debuffs,Hard Ban,Primary,Hard Ban,Hard Ban,Secondary
8th,Holy Aura,Abjuration,1 Action,,(30 ft. ),"V, S, M",,1 Minute,,,CON Save,Blinded,,"For the duration, you emit an aura in a 30-foot Emanation . While in the aura, creatures of your choice have Advantage on all saving throws, and other creatures have Disadvantage on attack rolls against them. In addition, when a Fiend or an Undead hits an affected creature with a melee attack roll, the attacker must succeed on a Constitution saving throw or have the Blinded condition until the end of its next turn.",https://www.dndbeyond.com/spells/2619155-holy-aura,Wards & Sanctuaries,Hard Ban,Primary,Hard Ban,Hard Ban,Hard Ban
8th,Mind Blank,Abjuration,1 Action,,,"V, S",,24 Hours,,,,Charmed,,"Until the spell ends, one willing creature you touch has Immunity to Psychic damage and the Charmed condition. The target is also unaffected by anything that would sense its emotions or alignment, read its thoughts, or magically detect its location, and no spell—not even Wish —can gather information about the target, observe it remotely, or control its mind.",https://www.dndbeyond.com/spells/2619036-mind-blank,Wards & Sanctuaries,Hard Ban,Primary,Hard Ban,Hard Ban,Hard Ban
8th,Power Word Stun,Enchantment,1 Action,60 ft.,,V,,Instantaneous,,,,Stunned,,"You overwhelm the mind of one creature you can see within range. If the target has 150 Hit Points or fewer, it has the Stunned condition. Otherwise, its Speed is 0 until the start of your next turn.

The Stunned target makes a Constitution saving throw at the end of each of its turns, ending the condition on itself on a success.",https://www.dndbeyond.com/spells/2618889-power-word-stun,Conditions & Debuffs,Hard Ban,Primary,Hard Ban,Hard Ban,Secondary
8th,Sunburst,Evocation,1 Action,150 ft.,(60 ft. ),"V, S, M",,Instantaneous,,,CON Save,Radiant,,"Brilliant sunlight flashes in a 60-foot-radius Sphere centered on a point you choose within range. Each creature in the Sphere makes a Constitution saving throw. On a failed save, a creature takes 12d6 Radiant damage and has the Blinded condition for 1 minute. On a successful save, it takes half as much damage only.

A creature Blinded by this spell makes another Constitution saving throw at the end of each of its turns, ending the effect on itself on a success.

This spell dispels Darkness in its area that was created by any spell.",https://www.dndbeyond.com/spells/2619123-sunburst,Conditions & Debuffs,Hard Ban,Primary,Hard Ban,Hard Ban,Secondary
8th,Telepathy,Divination,1 Action,,,"V, S, M",,24 Hours,,,,Communication,,"You create a telepathic link between yourself and a willing creature with which you are familiar. The creature can be anywhere on the same plane of existence as you. The spell ends if you or the target are no longer on the same plane.

Until the spell ends, you and the target can instantly share words, images, sounds, and other sensory messages with each other through the link, and the target recognizes you as the creature it is communicating with. The spell enables a creature to understand the meaning of your words and any sensory messages you send to it.",https://www.dndbeyond.com/spells/2619159-telepathy,Divination — Omens & Revelation,Hard Ban,Exclusive,Hard Ban,Hard Ban,Hard Ban
9th,Gate,Conjuration,1 Action,60 ft.,,"V, S, M",,1 Minute,,,,Control (...),,"You conjure a portal linking an unoccupied space you can see within range to a precise location on a different plane of existence. The portal is a circular opening, which you can make 5 to 20 feet in diameter. You can orient the portal in any direction you choose. The portal lasts for the duration, and the portal’s destination is visible through it.

The portal has a front and a back on each plane where it appears. Travel through the portal is possible only by moving through its front. Anything that does so is instantly transported to the other plane, appearing in the unoccupied space nearest to the portal.

Deities and other planar rulers can prevent portals created by this spell from opening in their presence or anywhere within their domains.

When you cast this spell, you can speak the name of a specific creature (a pseudonym, title, or nickname doesn’t work). If that creature is on a plane other than the one you are on, the portal opens next to the named creature and transports it to the nearest unoccupied space on your side of the portal. You gain no special power over the creature, and it is free to act as the DM deems appropriate. It might leave, attack you, or help you.",https://www.dndbeyond.com/spells/2618932-gate,Summoning — Extraplanar,Hard Ban,Secondary,Hard Ban,Hard Ban,Hard Ban
9th,Imprisonment,Abjuration,1 Minute,30 ft.,,"V, S, M",,Until Dispelled,,,WIS Save,Restrained (...),,"You create a magical restraint to hold a creature that you can see within range. The target must make a Wisdom saving throw. On a successful save, the target is unaffected, and it is immune to this spell for the next 24 hours. On a failed save, the target is imprisoned. While imprisoned, the target doesn’t need to breathe, eat, or drink, and it doesn’t age. Divination spells can’t locate or perceive the imprisoned target, and the target can’t teleport.

Until the spell ends, the target is also affected by one of the following effects of your choice:

Burial. The target is entombed beneath the earth in a hollow globe of magical force that is just large enough to contain the target. Nothing can pass into or out of the globe.

Chaining. Chains firmly rooted in the ground hold the target in place. The target has the Restrained condition and can’t be moved by any means.

Hedged Prison. The target is trapped in a demiplane that is warded against teleportation and planar travel. The demiplane is your choice of a labyrinth, a cage, a tower, or the like.

Minimus Containment. The target becomes 1 inch tall and is trapped inside an indestructible gemstone or a similar object. Light can pass through the gemstone (allowing the target to see out and other creatures to see in), but nothing else can pass through by any means.

Slumber. The target has the Unconscious condition and can’t be awoken.

Ending the Spell. When you cast the spell, specify a trigger that will end it. The trigger can be as simple or as elaborate as you choose, but the DM must agree that it has a high likelihood of happening within the next decade. The trigger must be an observable action, such as someone making a particular offering at the temple of your god, saving your true love, or defeating a specific monster.

A Dispel Magic spell can end the spell only if it is cast with a level 9 spell slot, targeting either the prison or the component used to create it.",https://www.dndbeyond.com/spells/2619175-imprisonment,Curses & Hexes,Hard Ban,Primary,Hard Ban,Hard Ban,Hard Ban
9th,Invulnerability,Abjuration,1 Action,,,"V, S, M",,10 Minutes,,,,Warding,,You are immune to all damage until the spell ends.,https://www.dndbeyond.com/spells/14879-invulnerability,Wards & Sanctuaries,Hard Ban,Primary,Hard Ban,Hard Ban,Hard Ban
9th,Mass Heal,Abjuration,1 Action,60 ft.,,"V, S",,Instantaneous,,,,Blinded (...),,"A flood of healing energy flows from you into creatures around you. You restore up to 700 Hit Points, divided as you choose among any number of creatures that you can see within range. Creatures healed by this spell also have the Blinded , Deafened , and Poisoned conditions removed from them.",https://www.dndbeyond.com/spells/2619027-mass-heal,Healing & Restoration,Hard Ban,Primary,Hard Ban,Primary,Hard Ban
9th,Power Word Heal,Enchantment,1 Action,60 ft.,,V,,Instantaneous,,,,Prone,,"A wave of healing energy washes over one creature you can see within range. The target regains all its Hit Points. If the creature has the Charmed , Frightened , Paralyzed , Poisoned , or Stunned condition, the condition ends. If the creature has the Prone condition, it can use its Reaction to stand up.",https://www.dndbeyond.com/spells/2618880-power-word-heal,Healing & Restoration,Hard Ban,Primary,Hard Ban,Primary,Hard Ban
9th,True Resurrection,Necromancy,1 Hour,,,"V, S, M",,Instantaneous,,,,Healing,,"You touch a creature that has been dead for no longer than 200 years and that died for any reason except old age. The creature is revived with all its Hit Points.

This spell closes all wounds, neutralizes any poison, cures all magical contagions, and lifts any curses affecting the creature when it died. The spell replaces damaged or missing organs and limbs. If the creature was Undead, it is restored to its non-Undead form.

The spell can provide a new body if the original no longer exists, in which case you must speak the creature’s name. The creature then appears in an unoccupied space you choose within 10 feet of you.",https://www.dndbeyond.com/spells/2619199-true-resurrection,Resurrection,Hard Ban,Exclusive,Hard Ban,Hard Ban,Hard Ban
9th,Wish,Conjuration,1 Action,,,V,,Instantaneous,,,,Buff (...),,"Wish is the mightiest spell a mortal can cast. By simply speaking aloud, you can alter reality itself.

The basic use of this spell is to duplicate any other spell of level 8 or lower. If you use it this way, you don’t need to meet any requirements to cast that spell, including costly components. The spell simply takes effect.

Alternatively, you can create one of the following effects of your choice:

Object Creation. You create one object of up to 25,000 GP in value that isn’t a magic item. The object can be no more than 300 feet in any dimension, and it appears in an unoccupied space that you can see on the ground.

Instant Health. You allow yourself and up to twenty creatures that you can see to regain all Hit Points, and you end all effects on them listed in the Greater Restoration spell.

Resistance. You grant up to ten creatures that you can see Resistance to one damage type that you choose. This Resistance is permanent.

Spell Immunity. You grant up to ten creatures you can see immunity to a single spell or other magical effect for 8 hours.

Sudden Learning. You replace one of your feats with another feat for which you are eligible. You lose all the benefits of the old feat and gain the benefits of the new one. You can’t replace a feat that is a prerequisite for any of your other feats or features.

Roll Redo. You undo a single recent event by forcing a reroll of any die roll made within the last round (including your last turn). Reality reshapes itself to accommodate the new result. For example, a Wish spell could undo an ally’s failed saving throw or a foe’s Critical Hit. You can force the reroll to be made with Advantage or Disadvantage, and you choose whether to use the reroll or the original roll.

Reshape Reality. You may wish for something not included in any of the other effects. To do so, state your wish to the DM as precisely as possible. The DM has great latitude in ruling what occurs in such an instance; the greater the wish, the greater the likelihood that something goes wrong. This spell might simply fail, the effect you desire might be achieved only in part, or you might suffer an unforeseen consequence as a result of how you worded the wish. For example, wishing that a villain were dead might propel you forward in time to a period when that villain is no longer alive, effectively removing you from the game. Similarly, wishing for a Legendary magic item or an Artifact might instantly transport you to the presence of the item’s current owner. If your wish is granted and its effects have consequences for a whole community, region, or world, you are likely to attract powerful foes. If your wish would affect a god, the god’s divine servants might instantly intervene to prevent it or to encourage you to craft the wish in a particular way. If your wish would undo the multiverse itself, threaten the City of Sigil, or affect the Lady of Pain in any way, you see an image of her in your mind for a moment; she shakes her head, and your wish fails.

The stress of casting Wish to produce any effect other than duplicating another spell weakens you. After enduring that stress, each time you cast a spell until you finish a Long Rest, you take 1d10 Necrotic damage per level of that spell. This damage can’t be reduced or prevented in any way. In addition, your Strength score becomes 3 for 2d4 days. For each of those days that you spend resting and doing nothing more than light activity, your remaining recovery time decreases by 2 days. Finally, there is a 33 percent chance that you are unable to cast Wish ever again if you suffer this stress.",https://www.dndbeyond.com/spells/2619213-wish,Unique,Exclusive,Exclusive,Hard Ban,Hard Ban,Hard Ban
Cantrip,Blade Ward,Abjuration,1 Action,,,"V, S",,1 Minute,,,,Combat (...),,"Whenever a creature makes an attack roll against you before the spell ends, the attacker subtracts 1d4 from the attack roll.",https://www.dndbeyond.com/spells/2618931-blade-ward,Wards & Sanctuaries,Hard Ban,Primary,Hard Ban,Hard Ban,Hard Ban
Cantrip,Encode Thoughts,Enchantment,1 Action,,,S,,8 Hours,,,,Creation (...),,"Putting a finger to your head, you pull a memory, an idea, or a message from your mind and transform it into a tangible string of glowing energy called a thought strand, which persists for the duration or until you cast this spell again. The thought strand appears in an unoccupied space within 5 feet of you as a Tiny, weightless, semisolid object that can be held and carried like a ribbon. It is otherwise stationary.

If you cast this spell while concentrating on a spell or an ability that allows you to read or manipulate the thoughts of others (such as detect thoughts or modify memory ), you can transform the thoughts or memories you read, rather than your own, into a thought strand.

Casting this spell while holding a thought strand allows you to instantly receive whatever memory, idea, or message the thought strand contains. (Casting detect thoughts on the strand has the same effect.)",https://www.dndbeyond.com/spells/83532-encode-thoughts,Communication & Language,Hard Ban,Secondary,Hard Ban,Hard Ban,Exclusive
Cantrip,Guidance,Divination,1 Action,,,"V, S",,1 Minute,,,,Buff,,"You touch a willing creature and choose a skill. Until the spell ends, the creature adds 1d4 to any ability check using the chosen skill.",https://www.dndbeyond.com/spells/2618971-guidance,Conditions & Debuffs,Hard Ban,Primary,Hard Ban,Hard Ban,Secondary
Cantrip,Message,Transmutation,1 Action,120 ft.,,"S, M",,1 Round,,,,Communication (...),,"You point toward a creature within range and whisper a message. The target (and only the target) hears the message and can reply in a whisper that only you can hear.

You can cast this spell through solid objects if you are familiar with the target and know it is beyond the barrier. Magical silence; 1 foot of stone, metal, or wood; or a thin sheet of lead blocks the spell.",https://www.dndbeyond.com/spells/2619034-message,Communication & Language,Hard Ban,Secondary,Hard Ban,Hard Ban,Exclusive
Cantrip,Resistance,Abjuration,1 Action,,,"V, S",,1 Minute,,,,Buff,,"You touch a willing creature and choose a damage type: Acid, Bludgeoning, Cold, Fire, Lightning, Necrotic, Piercing, Poison, Radiant, Slashing, or Thunder. When the creature takes damage of the chosen type before the spell ends, the creature reduces the total damage taken by 1d4. A creature can benefit from this spell only once per turn.",https://www.dndbeyond.com/spells/2618947-resistance,Conditions & Debuffs,Hard Ban,Primary,Hard Ban,Hard Ban,Secondary
Cantrip,Spare the Dying,Necromancy,1 Action,15 ft.,,"V, S",,Instantaneous,,,,Healing,,"Choose a creature within range that has 0 Hit Points and isn’t dead . The creature becomes Stable .

Cantrip Upgrade. The range doubles when you reach levels 5 (30 feet), 11 (60 feet), and 17 (120 feet).",https://www.dndbeyond.com/spells/2619067-spare-the-dying,Healing & Restoration,Hard Ban,Primary,Hard Ban,Primary,Hard Ban
Cantrip,True Strike,Divination,1 Action,,,"S, M",,Instantaneous,,,Melee,Radiant,,"Guided by a flash of magical insight, you make one attack with the weapon used in the spell’s casting. The attack uses your spellcasting ability for the attack and damage rolls instead of using Strength or Dexterity. If the attack deals damage, it can be Radiant damage or the weapon’s normal damage type (your choice).

Cantrip Upgrade. Whether you deal Radiant damage or the weapon’s normal damage type, the attack deals extra Radiant damage when you reach levels 5 (1d6), 11 (2d6), and 17 (3d6).",https://www.dndbeyond.com/spells/2619204-true-strike,Divination — Omens & Revelation,Hard Ban,Exclusive,Hard Ban,Hard Ban,Hard Ban
Cantrip,Vicious Mockery,Enchantment,1 Action,60 ft.,,V,,Instantaneous,,,WIS Save,Psychic,,"You unleash a string of insults laced with subtle enchantments at one creature you can see or hear within range. The target must succeed on a Wisdom saving throw or take 1d6 Psychic damage and have Disadvantage on the next attack roll it makes before the end of its next turn.

Cantrip Upgrade. The damage increases by 1d6 when you reach levels 5 (2d6), 11 (3d6), and 17 (4d6).",https://www.dndbeyond.com/spells/2619216-vicious-mockery,Conditions & Debuffs,Hard Ban,Primary,Hard Ban,Hard Ban,Secondary
