Level,Name,School,Casting Time,Range,Area,Components,Materials,Duration,Concentration,Ritual,Attack/Save,Damage/Effect,Source,Description,URL_absolute,Primary Effect Category,Arcane Status,Divine Status,Nature Status,Elemental Status,Psionics Status
7th,Dream of the Blue Veil,Conjuration,10 Minutes,20 ft.,,"V, S, M",,6 Hours,,,,Teleportation,,"You and up to eight willing creatures within range fall unconscious for the spell’s duration and experience visions of another world on the Material Plane, such as Oerth, Toril, Krynn, or Eberron. If the spell reaches its full duration, the visions conclude with each of you encountering and pulling back a mysterious blue curtain. The spell then ends with you mentally and physically transported to the world that was in the visions.

To cast this spell, you must have a magic item that originated on the world you wish to reach, and you must be aware of the world’s existence, even if you don’t know the world’s name. Your destination in the other world is a safe location within 1 mile of where the magic item was created. Alternatively, you can cast the spell if one of the affected creatures was born on the other world, which causes your destination to be a safe location within 1 mile of where that creature was born.

The spell ends early on a creature if that creature takes any damage, and the creature isn’t transported. If you take any damage, the spell ends for you and all the other creatures, with none of you being transported.",https://www.dndbeyond.com/spells/717915-dream-of-the-blue-veil,Teleportation & Spatial Bending,Primary,Hard Ban,Hard Ban,Hard Ban,Hard Ban
7th,Etherealness,Conjuration,1 Action,,,"V, S",,8 Hours,,,,Buff (...),,"You step into the border regions of the Ethereal Plane, where it overlaps with your current plane. You remain in the Border Ethereal for the duration. During this time, you can move in any direction. If you move up or down, every foot of movement costs an extra foot. You can perceive the plane you left, which looks gray, and you can’t see anything there more than 60 feet away.

While on the Ethereal Plane, you can affect and be affected only by creatures, objects, and effects on that plane. Creatures that aren’t on the Ethereal Plane can’t perceive or interact with you unless a feature gives them the ability to do so.

When the spell ends, you return to the plane you left in the spot that corresponds to your space in the Border Ethereal. If you appear in an occupied space, you are shunted to the nearest unoccupied space and take Force damage equal to twice the number of feet you are moved.

This spell ends instantly if you cast it while you are on the Ethereal Plane or a plane that doesn’t border it, such as one of the Outer Planes.

Using a Higher-Level Spell Slot. You can target up to three willing creatures (including yourself) for each spell slot level above 7. The creatures must be within 10 feet of you when you cast the spell.",https://www.dndbeyond.com/spells/2619193-etherealness,Force Manipulation,Primary,Hard Ban,Hard Ban,Secondary,Primary
7th,Forcecage,Evocation,1 Action,100 ft.,( *),"V, S, M",,1 Hour,,,CHA Save,Control (...),,"An immobile, Invisible , Cube -shaped prison composed of magical force springs into existence around an area you choose within range. The prison can be a cage or a solid box, as you choose.

A prison in the shape of a cage can be up to 20 feet on a side and is made from 1/2-inch diameter bars spaced 1/2 inch apart. A prison in the shape of a box can be up to 10 feet on a side, creating a solid barrier that prevents any matter from passing through it and blocking any spells cast into or out from the area.

When you cast the spell, any creature that is completely inside the cage’s area is trapped. Creatures only partially within the area, or those too large to fit inside it, are pushed away from the center of the area until they are completely outside it.

A creature inside the cage can’t leave it by nonmagical means. If the creature tries to use teleportation or interplanar travel to leave, it must first make a Charisma saving throw. On a successful save, the creature can use that magic to exit the cage. On a failed save, the creature doesn’t exit the cage and wastes the spell or effect. The cage also extends into the Ethereal Plane, blocking ethereal travel.

This spell can’t be dispelled by Dispel Magic .",https://www.dndbeyond.com/spells/2618916-forcecage,Teleportation & Spatial Bending,Primary,Hard Ban,Hard Ban,Hard Ban,Hard Ban
7th,Mirage Arcane,Illusion,10 Minutes,,(1 mile ),"V, S",,10 Days,,,,Control,,"You make terrain in an area up to 1 mile square look, sound, smell, and even feel like some other sort of terrain. Open fields or a road could be made to resemble a swamp, hill, crevasse, or some other rough or impassable terrain. A pond can be made to seem like a grassy meadow, a precipice like a gentle slope, or a rock-strewn gully like a wide and smooth road.

Similarly, you can alter the appearance of structures or add them where none are present. The spell doesn’t disguise, conceal, or add creatures.

The illusion includes audible, visual, tactile, and olfactory elements, so it can turn clear ground into Difficult Terrain (or vice versa) or otherwise impede movement through the area. Any piece of the illusory terrain (such as a rock or stick) that is removed from the spell’s area disappears immediately.

Creatures with Truesight can see through the illusion to the terrain’s true form; however, all other elements of the illusion remain, so while the creature is aware of the illusion’s presence, the creature can still physically interact with the illusion.",https://www.dndbeyond.com/spells/2619040-mirage-arcane,Illusions & Glamours,Exclusive,Hard Ban,Hard Ban,Hard Ban,Hard Ban
7th,Mordenkainen's Sword,Evocation,1 Action,90 ft.,,"V, S, M",,1 Minute,,,Melee,Force,,"You create a spectral sword that hovers within range. It lasts for the duration.

When the sword appears, you make a melee spell attack against a target within 5 feet of the sword. On a hit, the target takes Force damage equal to 4d12 plus your spellcasting ability modifier.

On your later turns, you can take a Bonus Action to move the sword up to 30 feet to a spot you can see and repeat the attack against the same target or a different one.",https://www.dndbeyond.com/spells/2619118-mordenkainens-sword,Force Manipulation,Primary,Hard Ban,Hard Ban,Secondary,Primary
7th,Plane Shift,Conjuration,1 Action,,,"V, S, M",,Instantaneous,,,,Banishment (...),,"You and up to eight willing creatures who link hands in a circle are transported to a different plane of existence. You can specify a target destination in general terms, such as the City of Brass on the Elemental Plane of Fire or the palace of Dispater on the second level of the Nine Hells, and you appear in or near that destination, as determined by the DM.

Alternatively, if you know the sigil sequence of a teleportation circle on another plane of existence, this spell can take you to that circle. If the teleportation circle is too small to hold all the creatures you transported, they appear in the closest unoccupied spaces next to the circle.",https://www.dndbeyond.com/spells/2618867-plane-shift,Teleportation & Spatial Bending,Primary,Hard Ban,Hard Ban,Hard Ban,Hard Ban
7th,Project Image,Illusion,1 Action,500 miles,,"V, S, M",,1 Day,,,,Control,,"You create an illusory copy of yourself that lasts for the duration. The copy can appear at any location within range that you have seen before, regardless of intervening obstacles. The illusion looks and sounds like you, but it is intangible. If the illusion takes any damage, it disappears, and the spell ends.

You can see through the illusion’s eyes and hear through its ears as if you were in its space. As a Magic action, you can move it up to 60 feet and make it gesture, speak, and behave in whatever way you choose. It mimics your mannerisms perfectly.

Physical interaction with the image reveals it to be illusory, since things can pass through it. A creature that takes the Study action to examine the image can determine that it is an illusion with a successful Intelligence ( Investigation ) check against your spell save DC. If a creature discerns the illusion for what it is, the creature can see through the image, and any noise it makes sounds hollow to the creature.",https://www.dndbeyond.com/spells/2618903-project-image,Illusions & Glamours,Exclusive,Hard Ban,Hard Ban,Hard Ban,Hard Ban
7th,Regenerate,Transmutation,1 Minute,,,"V, S, M",,1 Hour,,,,Healing,,"A creature you touch regains 4d8 + 15 Hit Points. For the duration, the target regains 1 Hit Point at the start of each of its turns, and any severed body parts regrow after 2 minutes.",https://www.dndbeyond.com/spells/2618937-regenerate,Transformation / Polymorph,Primary,Hard Ban,Secondary,Hard Ban,Hard Ban
7th,Reverse Gravity,Transmutation,1 Action,100 ft.,(50 ft. *),"V, S, M",,1 Minute,,,DEX Save,Control,,"This spell reverses gravity in a 50-foot-radius, 100-foot high Cylinder centered on a point within range. All creatures and objects in that area that aren’t anchored to the ground fall upward and reach the top of the Cylinder. A creature can make a Dexterity saving throw to grab a fixed object it can reach, thus avoiding the fall upward.

If a ceiling or an anchored object is encountered in this upward fall, creatures and objects strike it just as they would during a downward fall. If an affected creature or object reaches the Cylinder’s top without striking anything, it hovers there for the duration. When the spell ends, affected objects and creatures fall downward.",https://www.dndbeyond.com/spells/2618954-reverse-gravity,Transformation / Polymorph,Primary,Hard Ban,Secondary,Hard Ban,Hard Ban
7th,Simulacrum,Illusion,12 Hours,,,"V, S, M",,Until Dispelled,,,,Deception (...),,"You create a simulacrum of one Beast or Humanoid that is within 10 feet of you for the entire casting of the spell. You finish the casting by touching both the creature and a pile of ice or snow that is the same size as that creature, and the pile turns into the simulacrum, which is a creature. It uses the game statistics of the original creature at the time of casting, except it is a Construct, its Hit Point maximum is half as much, and it can’t cast this spell.

The simulacrum is Friendly to you and creatures you designate. It obeys your commands and acts on your turn in combat. The simulacrum can’t gain levels, and it can’t take Short or Long Rests.

If the simulacrum takes damage, the only way to restore its Hit Points is to repair it as you take a Long Rest, during which you expend components worth 100 GP per Hit Point restored. The simulacrum must stay within 5 feet of you for the repair.

The simulacrum lasts until it drops to 0 Hit Points, at which point it reverts to snow and melts away. If you cast this spell again, any simulacrum you created with this spell is instantly destroyed.",https://www.dndbeyond.com/spells/2618995-simulacrum,Constructs / Artifice,Exclusive,Hard Ban,Hard Ban,Hard Ban,Hard Ban
7th,Teleport,Conjuration,1 Action,10 ft.,,V,,Instantaneous,,,,Teleportation,,"This spell instantly transports you and up to eight willing creatures that you can see within range, or a single object that you can see within range, to a destination you select. If you target an object, it must be Large or smaller, and it can’t be held or carried by an unwilling creature.

The destination you choose must be known to you, and it must be on the same plane of existence as you. Your familiarity with the destination determines whether you arrive there successfully. The DM rolls 1d100 and consults the Teleportation Outcome table and the explanations after it.

Familiarity. Here are the meanings of the terms in the table’s Familiarity column:

“Permanent circle” means a permanent teleportation circle whose sigil sequence you know.

“Linked object” means you possess an object taken from the desired destination within the last six months, such as a book from a wizard’s library.

“Very familiar” is a place you have visited often, a place you have carefully studied, or a place you can see when you cast the spell.

“Seen casually” is a place you have seen more than once but with which you aren’t very familiar.

“Viewed once or described” is a place you have seen once, possibly using magic, or a place you know through someone else’s description, perhaps from a map.

“False destination” is a place that doesn’t exist. Perhaps you tried to scry an enemy’s sanctum but instead viewed an illusion, or you are attempting to teleport to a location that no longer exists.

Mishap. The spell’s unpredictable magic results in a difficult journey. Each teleporting creature (or the target object) takes 3d10 Force damage, and the DM rerolls on the table to see where you wind up (multiple mishaps can occur, dealing damage each time).

Similar Area. You and your group (or the target object) appear in a different area that’s visually or thematically similar to the target area. You appear in the closest similar place. If you are heading for your home laboratory, for example, you might appear in another person’s laboratory in the same city.

Off Target. You and your group (or the target object) appear 2d12 miles away from the destination in a random direction. Roll 1d8 for the direction: 1 , east; 2 , southeast; 3 , south; 4 , southwest; 5 , west; 6 , northwest; 7 , north; or 8 , northeast.

On Target. You and your group (or the target object) appear where you intended.",https://www.dndbeyond.com/spells/2619163-teleport,Teleportation & Spatial Bending,Primary,Hard Ban,Hard Ban,Hard Ban,Hard Ban
8th,Abi-Dalzim's Horrid Wilting,Necromancy,1 Action,150 ft.,(30 ft. ),"V, S, M",,Instantaneous,,,CON Save,Necrotic,,"You draw the moisture from every creature in a 30-foot cube centered on a point you choose within range. Each creature in that area must make a Constitution saving throw. Constructs and undead aren’t affected, and plants and water elementals make this saving throw with disadvantage. A creature takes 12d8 necrotic damage on a failed save, or half as much damage on a successful one.

Nonmagical plants in the area that aren’t creatures, such as trees and shrubs, wither and die instantly.",https://www.dndbeyond.com/spells/2367-abi-dalzims-horrid-wilting,Constructs / Artifice,Exclusive,Hard Ban,Hard Ban,Hard Ban,Hard Ban
8th,Animal Shapes,Transmutation,1 Action,30 ft.,,"V, S",,24 Hours,,,,Shapechanging,,"Choose any number of willing creatures that you can see within range. Each target shape-shifts into a Large or smaller Beast of your choice that has a Challenge Rating of 4 or lower. You can choose a different form for each target. On later turns, you can take a Magic action to transform the targets again.

A target’s game statistics are replaced by the chosen Beast’s statistics, but the target retains its creature type; Hit Points; Hit Point Dice; alignment; ability to communicate; and Intelligence, Wisdom, and Charisma scores. The target’s actions are limited by the Beast form’s anatomy, and it can’t cast spells. The target’s equipment melds into the new form, and the target can’t use any of that equipment while in that form.

The target gains a number of Temporary Hit Points equal to the Hit Points of the first form into which it shape-shifts. These Temporary Hit Points vanish if any remain when the spell ends. The transformation lasts for the duration or until the target ends it as a Bonus Action.",https://www.dndbeyond.com/spells/2618851-animal-shapes,Transformation / Polymorph,Primary,Hard Ban,Secondary,Hard Ban,Hard Ban
8th,Antimagic Field,Abjuration,1 Action,,(10 ft. ),"V, S, M",,1 Hour,,,,Control (...),,"An aura of antimagic surrounds you in 10-foot Emanation . No one can cast spells, take Magic actions, or create other magical effects inside the aura, and those things can’t target or otherwise affect anything inside it. Magical properties of magic items don’t work inside the aura or on anything inside it.

Areas of effect created by spells or other magic can’t extend into the aura, and no one can teleport into or out of it or use planar travel there. Portals close temporarily while in the aura.

Ongoing spells, except those cast by an Artifact or a deity, are suppressed in the area. While an effect is suppressed, it doesn’t function, but the time it spends suppressed counts against its duration.

Dispel Magic has no effect on the aura, and the auras created by different Antimagic Field spells don’t nullify each other.",https://www.dndbeyond.com/spells/2618860-antimagic-field,Teleportation & Spatial Bending,Primary,Hard Ban,Hard Ban,Hard Ban,Hard Ban
8th,Demiplane,Conjuration,1 Action,60 ft.,,S,,1 Hour,,,,Utility,,"You create a shadowy Medium door on a flat solid surface that you can see within range. This door can be opened and closed, and it leads to a demiplane that is an empty room 30 feet in each dimension, made of wood or stone (your choice).

When the spell ends, the door vanishes, and any objects inside the demiplane remain there. Any creatures inside also remain unless they opt to be shunted through the door as it vanishes, landing with the Prone condition in the unoccupied spaces closest to the door’s former space.

Each time you cast this spell, you can create a new demiplane or connect the shadowy door to a demiplane you created with a previous casting of this spell. Additionally, if you know the nature and contents of a demiplane created by a casting of this spell by another creature, you can connect the shadowy door to that demiplane instead.",https://www.dndbeyond.com/spells/2619088-demiplane,Teleportation & Spatial Bending,Primary,Hard Ban,Hard Ban,Hard Ban,Hard Ban
8th,Maze,Conjuration,1 Action,60 ft.,,"V, S",,10 Minutes,,,,Banishment (...),,"You banish a creature that you can see within range into a labyrinthine demiplane. The target remains there for the duration or until it escapes the maze.

The target can take a Study action to try to escape. When it does so, it makes a DC 20 Intelligence ( Investigation ) check. If it succeeds, it escapes, and the spell ends.

When the spell ends, the target reappears in the space it left or, if that space is occupied, in the nearest unoccupied space.",https://www.dndbeyond.com/spells/2619030-maze,Teleportation & Spatial Bending,Primary,Hard Ban,Hard Ban,Hard Ban,Hard Ban
8th,Mighty Fortress,Conjuration,1 Minute,1 mile,,"V, S, M",,Instantaneous,,,,Utility,,"A fortress of stone erupts from a square area of ground of your choice that you can see within range. The area is 120 feet on each side, and it must not have any buildings or other structures on it. Any creatures in the area are harmlessly lifted up as the fortress rises.

The fortress has four turrets with square bases, each one 20 feet on a side and 30 feet tall, with one turret on each corner. The turrets are connected to each other by stone walls that are each 80 feet long, creating an enclosed area. Each wall is 1 foot thick and is composed of panels that are 10 feet wide and 20 feet tall. Each panel is contiguous with two other panels or one other panel and a turret. You can place up to four stone doors in the fortress’s outer wall.

A small keep stands inside the enclosed area. The keep has a square base that is 50 feet on each side, and it has three floors with 10-foot-high ceilings. Each of the floors can be divided into as many rooms as you like, provided each room is at least 5 feet on each side. The floors of the keep are connected by stone staircases, its walls are 6 inches thick, and interior rooms can have stone doors or open archways as you choose. The keep is furnished and decorated however you like, and it contains sufficient food to serve a nine-course banquet for up to 100 people each day. Furnishings, food, and other objects created by this spell crumble to dust if removed from the fortress.

A staff of one hundred invisible servants obeys any command given to them by creatures you designate when you cast the spell. Each servant functions as if created by the unseen servant spell.

The walls, turrets, and keep are all made of stone that can be damaged. Each 10-foot-by-10-foot section of stone has AC 15 and 30 hit points per inch of thickness. It is immune to poison and psychic damage. Reducing a section of stone to 0 hit points destroys it and might cause connected sections to buckle and collapse at the DM’s discretion.

After 7 days or when you cast this spell somewhere else, the fortress harmlessly crumbles and sinks back into the ground, leaving any creatures that were inside it safely on the ground.

Casting this spell on the same spot once every 7 days for a year makes the fortress permanent.",https://www.dndbeyond.com/spells/14474-mighty-fortress,Illusions & Glamours,Exclusive,Hard Ban,Hard Ban,Hard Ban,Hard Ban
9th,Astral Projection,Necromancy,1 Hour,10 ft.,,"V, S, M",,Until Dispelled,,,,Teleportation,,"You and up to eight willing creatures within range project your astral bodies into the Astral Plane (the spell ends instantly if you are already on that plane). Each target’s body is left behind in a state of suspended animation; it has the Unconscious condition, doesn’t need food or air, and doesn’t age.

A target’s astral form resembles its body in almost every way, replicating its game statistics and possessions. The principal difference is the addition of a silvery cord that trails from between the shoulder blades of the astral form. The cord fades from view after 1 foot. If the cord is cut—which happens only when an effect states that it does so—the target’s body and astral form both die.

A target’s astral form can travel through the Astral Plane. The moment an astral form leaves that plane, the target’s body and possessions travel along the silver cord, causing the target to re-enter its body on the new plane.

Any damage or other effects that apply to an astral form have no effect on the target’s body and vice versa. If a target’s body or astral form drops to 0 Hit Points, the spell ends for that target. The spell ends for all the targets if you take a Magic action to dismiss it.

When the spell ends for a target who isn’t dead, the target reappears in its body and exits the state of suspended animation.",https://www.dndbeyond.com/spells/2618878-astral-projection,Teleportation & Spatial Bending,Primary,Hard Ban,Hard Ban,Hard Ban,Hard Ban
9th,Blade of Disaster,Conjuration,1 Bonus Action,60 ft.,,"V, S",,1 Minute,,,Melee,Force,,"You create a blade-shaped planar rift about 3 feet long in an unoccupied space you can see within range. The blade lasts for the duration. When you cast this spell, you can make up to two melee spell attacks with the blade, each one against a creature, loose object, or structure within 5 feet of the blade. On a hit, the target takes 4d12 force damage. This attack scores a critical hit if the number on the d20 is 18 or higher. On a critical hit, the blade deals an extra 8d12 force damage (for a total of 12d12 force damage).

As a bonus action on your turn, you can move the blade up to 30 feet to an unoccupied space you can see and then make up to two melee spell attacks with it again.

The blade can harmlessly pass through any barrier, including a wall of force .",https://www.dndbeyond.com/spells/654072-blade-of-disaster,Force Manipulation,Primary,Hard Ban,Hard Ban,Secondary,Primary
9th,Foresight,Divination,1 Minute,,,"V, S, M",,8 Hours,,,,Buff (...),,"You touch a willing creature and bestow a limited ability to see into the immediate future. For the duration, the target has Advantage on D20 Tests , and other creatures have Disadvantage on attack rolls against it. The spell ends early if you cast it again.",https://www.dndbeyond.com/spells/2618918-foresight,Time Manipulation,Exclusive,Hard Ban,Hard Ban,Hard Ban,Secondary
9th,Mass Polymorph,Transmutation,1 Action,120 ft.,,"V, S, M",,1 Hour,,,WIS Save,Control (...),,"You transform up to ten creatures of your choice that you can see within range. An unwilling target must succeed on a Wisdom saving throw to resist the transformation. An unwilling shapechanger automatically succeeds on the save.

Each target assumes a beast form of your choice, and you can choose the same form or different ones for each target. The new form can be any beast you have seen whose challenge rating is equal to or less than the target’s (or half the target’s level, if the target doesn’t have a challenge rating). The target’s game statistics, including mental ability scores, are replaced by the statistics of the chosen beast, but the target retains its hit points, alignment, and personality.

Each target gains a number of temporary hit points equal to the hit points of its new form. These temporary hit points can’t be replaced by temporary hit points from another source. A target reverts to its normal form when it has no more temporary hit points or it dies. If the spell ends before then, the creature loses all its temporary hit points and reverts to its normal form.

The creature is limited in the actions it can perform by the nature of its new form. It can’t speak, cast spells, or do anything else that requires hands or speech.

The target’s gear melds into the new form. The target can’t activate, use, wield, or otherwise benefit from any of its equipment.",https://www.dndbeyond.com/spells/14882-mass-polymorph,Transformation / Polymorph,Primary,Hard Ban,Secondary,Hard Ban,Hard Ban
9th,Shapechange,Transmutation,1 Action,,,"V, S, M",,1 Hour,,,,Shapechanging,,"You shape-shift into another creature for the duration or until you take a Magic action to shape-shift into a different eligible form. The new form must be of a creature that has a Challenge Rating no higher than your level or Challenge Rating. You must have seen the sort of creature before, and it can’t be a Construct or an Undead.

When you cast the spell, you gain a number of Temporary Hit Points equal to the Hit Points of the first form into which you shape-shift. These Temporary Hit Points vanish if any remain when the spell ends.

Your game statistics are replaced by the stat block of the chosen form, but you retain your creature type; alignment; personality; Intelligence, Wisdom, and Charisma scores; Hit Points; Hit Point Dice; proficiencies; and ability to communicate. If you have the Spellcasting feature, you retain it too.

Upon shape-shifting, you determine whether your equipment drops to the ground or changes in size and shape to fit the new form while you’re in it.",https://www.dndbeyond.com/spells/2618982-shapechange,Transformation / Polymorph,Primary,Hard Ban,Secondary,Hard Ban,Hard Ban
9th,Time Stop,Transmutation,1 Action,,,V,,Instantaneous,,,,Control,,"You briefly stop the flow of time for everyone but yourself. No time passes for other creatures, while you take 1d4 + 1 turns in a row, during which you can use actions and move as normal.

This spell ends if one of the actions you use during this period, or any effects that you create during it, affects a creature other than you or an object being worn or carried by someone other than you. In addition, the spell ends if you move to a place more than 1,000 feet from the location where you cast it.",https://www.dndbeyond.com/spells/2619185-time-stop,Time Manipulation,Exclusive,Hard Ban,Hard Ban,Hard Ban,Secondary
9th,True Polymorph,Transmutation,1 Action,30 ft.,,"V, S, M",,1 Hour,,,WIS Save,Buff (...),,"Choose one creature or nonmagical object that you can see within range. The creature shape-shifts into a different creature or a nonmagical object, or the object shape-shifts into a creature (the object must be neither worn nor carried). The transformation lasts for the duration or until the target dies or is destroyed, but if you maintain Concentration on this spell for the full duration, the spell lasts until dispelled.

An unwilling creature can make a Wisdom saving throw, and if it succeeds, it isn’t affected by this spell.

Creature into Creature. If you turn a creature into another kind of creature, the new form can be any kind you choose that has a Challenge Rating equal to or less than the target’s Challenge Rating or level. The target’s game statistics are replaced by the stat block of the new form, but it retains its Hit Points, Hit Point Dice, alignment, and personality.

The target gains a number of Temporary Hit Points equal to the Hit Points of the new form. These Temporary Hit Points vanish if any remain when the spell ends.

The target is limited in the actions it can perform by the anatomy of its new form, and it can’t speak or cast spells.

The target’s gear melds into the new form. The creature can’t use or otherwise benefit from any of that equipment.

Object into Creature. You can turn an object into any kind of creature, as long as the creature’s size is no larger than the object’s size and the creature has a Challenge Rating of 9 or lower. The creature is Friendly to you and your allies. In combat, it takes its turns immediately after yours, and it obeys your commands.

If the spell lasts more than an hour, you no longer control the creature. It might remain Friendly to you, depending on how you have treated it.

Creature into Object. If you turn a creature into an object, it transforms along with whatever it is wearing and carrying into that form, as long as the object’s size is no larger than the creature’s size. The creature’s statistics become those of the object, and the creature has no memory of time spent in this form after the spell ends and it returns to normal.",https://www.dndbeyond.com/spells/2619198-true-polymorph,Transformation / Polymorph,Primary,Hard Ban,Secondary,Hard Ban,Hard Ban
9th,Weird,Illusion,1 Action,120 ft.,(30 ft. ),"V, S",,1 Minute,,,WIS Save,Psychic (...),,"You try to create illusory terrors in others’ minds. Each creature of your choice in a 30-foot-radius Sphere centered on a point within range makes a Wisdom saving throw. On a failed save, a target takes 10d10 Psychic damage and has the Frightened condition for the duration. On a successful save, a target takes half as much damage only.

A Frightened target makes a Wisdom saving throw at the end of each of its turns. On a failed save, it takes 5d10 Psychic damage. On a successful save, the spell ends on that target.",https://www.dndbeyond.com/spells/2619210-weird,Illusions & Glamours,Exclusive,Hard Ban,Hard Ban,Hard Ban,Hard Ban
9th,Wish,Conjuration,1 Action,,,V,,Instantaneous,,,,Buff (...),,"Wish is the mightiest spell a mortal can cast. By simply speaking aloud, you can alter reality itself.

The basic use of this spell is to duplicate any other spell of level 8 or lower. If you use it this way, you don’t need to meet any requirements to cast that spell, including costly components. The spell simply takes effect.

Alternatively, you can create one of the following effects of your choice:

Object Creation. You create one object of up to 25,000 GP in value that isn’t a magic item. The object can be no more than 300 feet in any dimension, and it appears in an unoccupied space that you can see on the ground.

Instant Health. You allow yourself and up to twenty creatures that you can see to regain all Hit Points, and you end all effects on them listed in the Greater Restoration spell.

Resistance. You grant up to ten creatures that you can see Resistance to one damage type that you choose. This Resistance is permanent.

Spell Immunity. You grant up to ten creatures you can see immunity to a single spell or other magical effect for 8 hours.

Sudden Learning. You replace one of your feats with another feat for which you are eligible. You lose all the benefits of the old feat and gain the benefits of the new one. You can’t replace a feat that is a prerequisite for any of your other feats or features.

Roll Redo. You undo a single recent event by forcing a reroll of any die roll made within the last round (including your last turn). Reality reshapes itself to accommodate the new result. For example, a Wish spell could undo an ally’s failed saving throw or a foe’s Critical Hit. You can force the reroll to be made with Advantage or Disadvantage, and you choose whether to use the reroll or the original roll.

Reshape Reality. You may wish for something not included in any of the other effects. To do so, state your wish to the DM as precisely as possible. The DM has great latitude in ruling what occurs in such an instance; the greater the wish, the greater the likelihood that something goes wrong. This spell might simply fail, the effect you desire might be achieved only in part, or you might suffer an unforeseen consequence as a result of how you worded the wish. For example, wishing that a villain were dead might propel you forward in time to a period when that villain is no longer alive, effectively removing you from the game. Similarly, wishing for a Legendary magic item or an Artifact might instantly transport you to the presence of the item’s current owner. If your wish is granted and its effects have consequences for a whole community, region, or world, you are likely to attract powerful foes. If your wish would affect a god, the god’s divine servants might instantly intervene to prevent it or to encourage you to craft the wish in a particular way. If your wish would undo the multiverse itself, threaten the City of Sigil, or affect the Lady of Pain in any way, you see an image of her in your mind for a moment; she shakes her head, and your wish fails.

The stress of casting Wish to produce any effect other than duplicating another spell weakens you. After enduring that stress, each time you cast a spell until you finish a Long Rest, you take 1d10 Necrotic damage per level of that spell. This damage can’t be reduced or prevented in any way. In addition, your Strength score becomes 3 for 2d4 days. For each of those days that you spend resting and doing nothing more than light activity, your remaining recovery time decreases by 2 days. Finally, there is a 33 percent chance that you are unable to cast Wish ever again if you suffer this stress.",https://www.dndbeyond.com/spells/2619213-wish,Unique,Exclusive,Exclusive,Hard Ban,Hard Ban,Hard Ban
Cantrip,Dancing Lights,Illusion,1 Action,120 ft.,,"V, S, M",,1 Minute,,,,Utility,,"You create up to four torch-size lights within range, making them appear as torches, lanterns, or glowing orbs that hover for the duration. Alternatively, you combine the four lights into one glowing Medium form that is vaguely humanlike. Whichever form you choose, each light sheds Dim Light in a 10-foot radius.

As a Bonus Action, you can move the lights up to 60 feet to a space within range. A light must be within 20 feet of another light created by this spell, and a light vanishes if it exceeds the spell’s range.",https://www.dndbeyond.com/spells/2619058-dancing-lights,Illusions & Glamours,Exclusive,Hard Ban,Hard Ban,Hard Ban,Hard Ban
Cantrip,Eldritch Blast,Evocation,1 Action,120 ft.,,"V, S",,Instantaneous,,,Ranged,Force,,"You hurl a beam of crackling energy. Make a ranged spell attack against one creature or object in range. On a hit, the target takes 1d10 Force damage.

Cantrip Upgrade. The spell creates two beams at level 5, three beams at level 11, and four beams at level 17. You can direct the beams at the same target or at different ones. Make a separate attack roll for each beam.",https://www.dndbeyond.com/spells/2619161-eldritch-blast,Force Manipulation,Primary,Hard Ban,Hard Ban,Secondary,Primary
Cantrip,Mage Hand,Conjuration,1 Action,30 ft.,,"V, S",,1 Minute,,,,Utility,,"A spectral, floating hand appears at a point you choose within range. The hand lasts for the duration. The hand vanishes if it is ever more than 30 feet away from you or if you cast this spell again.

When you cast the spell, you can use the hand to manipulate an object, open an unlocked door or container, stow or retrieve an item from an open container, or pour the contents out of a vial.

As a Magic action on your later turns, you can control the hand thus again. As part of that action, you can move the hand up to 30 feet.

The hand can’t attack, activate magic items, or carry more than 10 pounds.",https://www.dndbeyond.com/spells/2619008-mage-hand,Force Manipulation,Primary,Hard Ban,Hard Ban,Secondary,Primary
Cantrip,Minor Illusion,Illusion,1 Action,30 ft.,(5 ft. *),"S, M",,1 Minute,,,,Control,,"You create a sound or an image of an object within range that lasts for the duration. See the descriptions below for the effects of each. The illusion ends if you cast this spell again.

If a creature takes a Study action to examine the sound or image, the creature can determine that it is an illusion with a successful Intelligence ( Investigation ) check against your spell save DC. If a creature discerns the illusion for what it is, the illusion becomes faint to the creature.

Sound. If you create a sound, its volume can range from a whisper to a scream. It can be your voice, someone else’s voice, a lion’s roar, a beating of drums, or any other sound you choose. The sound continues unabated throughout the duration, or you can make discrete sounds at different times before the spell ends.

Image. If you create an image of an object—such as a chair, muddy footprints, or a small chest—it must be no larger than a 5-foot Cube . The image can’t create sound, light, smell, or any other sensory effect. Physical interaction with the image reveals it to be an illusion, since things can pass through it.",https://www.dndbeyond.com/spells/2619039-minor-illusion,Illusions & Glamours,Exclusive,Hard Ban,Hard Ban,Hard Ban,Hard Ban
