Level,Name,School,Casting Time,Range,Area,Components,Materials,Duration,Concentration,Ritual,Attack/Save,Damage/Effect,Source,Description,URL_absolute,Primary Effect Category,Arcane Status,Divine Status,Nature Status,Elemental Status,Psionics Status
6th,Otiluke's Freezing Sphere,Evocation,1 Action,300 ft.,(60 ft. ),"V, S, M",,Instantaneous,,,CON Save,Cold,,"A frigid globe streaks from you to a point of your choice within range, where it explodes in a 60-foot-radius Sphere . Each creature in that area makes a Constitution saving throw, taking 10d6 Cold damage on failed save or half as much damage on a successful one.

If the globe strikes a body of water, it freezes the water to a depth of 6 inches over an area 30 feet square. This ice lasts for 1 minute. Creatures that were swimming on the surface of frozen water are trapped in the ice and have the Restrained condition. A trapped creature can take an action to make a Strength ( Athletics ) check against your spell save DC to break free.

You can refrain from firing the globe after completing the spell’s casting. If you do so, a globe about the size of a sling bullet, cool to the touch, appears in your hand. At any time, you or a creature you give the globe to can throw the globe (to a range of 40 feet) or hurl it with a sling (to the sling’s normal range). It shatters on impact, with the same effect as a normal casting of the spell. You can also set the globe down without shattering it. After 1 minute, if the globe hasn’t already shattered, it explodes.

Using a Higher-Level Spell Slot. The damage increases by 1d6 for each spell slot level above 6.",https://www.dndbeyond.com/spells/2619126-otilukes-freezing-sphere,Elemental Blasts,Hard Ban,Hard Ban,Hard Ban,Exclusive,Hard Ban
6th,Sunbeam,Evocation,1 Action,,(60 ft. ),"V, S, M",,1 Minute,,,CON Save,Radiant,,"You launch a sunbeam in a 5-foot-wide, 60-foot-long Line . Each creature in the Line makes a Constitution saving throw. On a failed save, a creature takes 6d8 Radiant damage and has the Blinded condition until the start of your next turn. On a successful save, it takes half as much damage only.

Until the spell ends, you can take a Magic action to create a new Line of radiance.

For the duration, a mote of brilliant radiance shines above you. It sheds Bright Light in a 30-foot radius and Dim Light for an additional 30 feet. This light is sunlight.",https://www.dndbeyond.com/spells/2619121-sunbeam,Elemental Blasts,Hard Ban,Hard Ban,Hard Ban,Exclusive,Hard Ban
6th,Wall of Ice,Evocation,1 Action,120 ft.,,"V, S, M",,10 Minutes,,,DEX Save,Cold (...),,"You create a wall of ice on a solid surface within range. You can form it into a hemispherical dome or a globe with a radius of up to 10 feet, or you can shape a flat surface made up of ten 10-foot-square panels. Each panel must be contiguous with another panel. In any form, the wall is 1 foot thick and lasts for the duration.

If the wall cuts through a creature’s space when it appears, the creature is pushed to one side of the wall (you choose which side) and makes a Dexterity saving throw, taking 10d6 Cold damage on a failed save or half as much damage on a successful one.

The wall is an object that can be damaged and thus breached. It has AC 12 and 30 Hit Points per 10-foot section, and it has Immunity to Cold, Poison, and Psychic damage and Vulnerability to Fire damage. Reducing a 10-foot section of wall to 0 Hit Points destroys it and leaves behind a sheet of frigid air in the space the wall occupied.

A creature moving through the sheet of frigid air for the first time on a turn makes a Constitution saving throw, taking 5d6 Cold damage on a failed save or half as much damage on a successful one.

Using a Higher-Level Spell Slot. The damage the wall deals when it appears increases by 2d6 and the damage from passing through the sheet of frigid air increases by 1d6 for each spell slot level above 6.",https://www.dndbeyond.com/spells/2619195-wall-of-ice,Terrain Manipulation,Hard Ban,Hard Ban,Primary,Primary,Hard Ban
7th,Conjure Celestial,Conjuration,1 Action,90 ft.,(10 ft. *),"V, S",,10 Minutes,,,DEX Save,Radiant,,"You conjure a spirit from the Upper Planes, which manifests as a pillar of light in a 10-foot-radius, 40-foot-high Cylinder centered on a point within range. For each creature you can see in the Cylinder, choose which of these lights shines on it:

Healing Light. The target regains Hit Points equal to 4d12 plus your spellcasting ability modifier.

Searing Light. The target makes a Dexterity saving throw, taking 6d12 Radiant damage on a failed save or half as much damage on a successful one.

Until the spell ends, Bright Light fills the Cylinder, and when you move on your turn, you can also move the Cylinder up to 30 feet.

Whenever the Cylinder moves into the space of a creature you can see and whenever a creature you can see enters the Cylinder or ends its turn there, you can bathe it in one of the lights. A creature can be affected by this spell only once per turn.

Using a Higher-Level Spell Slot. The healing and damage increase by 1d12 for each spell slot level above 7.",https://www.dndbeyond.com/spells/2619046-conjure-celestial,Healing & Restoration,Hard Ban,Primary,Hard Ban,Primary,Hard Ban
7th,Crown of Stars,Evocation,1 Action,,,"V, S",,1 Hour,,,Ranged,Radiant,,"Seven star-like motes of light appear and orbit your head until the spell ends. You can use a bonus action to send one of the motes streaking toward one creature or object within 120 feet of you. When you do so, make a ranged spell attack. On a hit, the target takes 4d12 radiant damage. Whether you hit or miss, the mote is expended. The spell ends early if you expend the last mote.

If you have four or more motes remaining, they shed bright light in a 30-foot radius and dim light for an additional 30 feet. If you have one to three motes remaining, they shed dim light in a 30-foot radius.

At Higher Levels. When you cast this spell using a spell slot of 8th level or higher, the number of motes created increases by two for each slot level above 7th.",https://www.dndbeyond.com/spells/14827-crown-of-stars,Elemental Blasts,Hard Ban,Hard Ban,Hard Ban,Exclusive,Hard Ban
7th,Delayed Blast Fireball,Evocation,1 Action,150 ft.,(20 ft. ),"V, S, M",,1 Minute,,,DEX Save,Fire (...),,"A beam of yellow light flashes from you, then condenses at a chosen point within range as a glowing bead for the duration. When the spell ends, the bead explodes, and each creature in a 20-foot-radius Sphere centered on that point makes a Dexterity saving throw. A creature takes Fire damage equal to the total accumulated damage on a failed save or half as much damage on a successful one.

The spell’s base damage is 12d6, and the damage increases by 1d6 whenever your turn ends and the spell hasn’t ended.

If a creature touches the glowing bead before the spell ends, that creature makes a Dexterity saving throw. On a failed save, the spell ends, causing the bead to explode. On a successful save, the creature can throw the bead up to 40 feet. If the thrown bead enters a creature’s space or collides with a solid object, the spell ends, and the bead explodes.

When the bead explodes, flammable objects in the explosion that aren’t being worn or carried start burning .

Using a Higher-Level Spell Slot. The base damage increases by 1d6 for each spell slot level above 7.",https://www.dndbeyond.com/spells/2619086-delayed-blast-fireball,Elemental Blasts,Hard Ban,Hard Ban,Hard Ban,Exclusive,Hard Ban
7th,Etherealness,Conjuration,1 Action,,,"V, S",,8 Hours,,,,Buff (...),,"You step into the border regions of the Ethereal Plane, where it overlaps with your current plane. You remain in the Border Ethereal for the duration. During this time, you can move in any direction. If you move up or down, every foot of movement costs an extra foot. You can perceive the plane you left, which looks gray, and you can’t see anything there more than 60 feet away.

While on the Ethereal Plane, you can affect and be affected only by creatures, objects, and effects on that plane. Creatures that aren’t on the Ethereal Plane can’t perceive or interact with you unless a feature gives them the ability to do so.

When the spell ends, you return to the plane you left in the spot that corresponds to your space in the Border Ethereal. If you appear in an occupied space, you are shunted to the nearest unoccupied space and take Force damage equal to twice the number of feet you are moved.

This spell ends instantly if you cast it while you are on the Ethereal Plane or a plane that doesn’t border it, such as one of the Outer Planes.

Using a Higher-Level Spell Slot. You can target up to three willing creatures (including yourself) for each spell slot level above 7. The creatures must be within 10 feet of you when you cast the spell.",https://www.dndbeyond.com/spells/2619193-etherealness,Force Manipulation,Primary,Hard Ban,Hard Ban,Secondary,Primary
7th,Fire Storm,Evocation,1 Action,150 ft.,(10 ft. ),"V, S",,Instantaneous,,,DEX Save,Fire,,"A storm of fire appears within range. The area of the storm consists of up to ten 10-foot Cubes , which you arrange as you like. Each Cube must be contiguous with at least one other Cube. Each creature in the area makes a Dexterity saving throw, taking 7d10 Fire damage on a failed save or half as much damage on a successful one.

Flammable objects in the area that aren’t being worn or carried start burning .",https://www.dndbeyond.com/spells/2618896-fire-storm,Elemental Blasts,Hard Ban,Hard Ban,Hard Ban,Exclusive,Hard Ban
7th,Mordenkainen's Sword,Evocation,1 Action,90 ft.,,"V, S, M",,1 Minute,,,Melee,Force,,"You create a spectral sword that hovers within range. It lasts for the duration.

When the sword appears, you make a melee spell attack against a target within 5 feet of the sword. On a hit, the target takes Force damage equal to 4d12 plus your spellcasting ability modifier.

On your later turns, you can take a Bonus Action to move the sword up to 30 feet to a spot you can see and repeat the attack against the same target or a different one.",https://www.dndbeyond.com/spells/2619118-mordenkainens-sword,Force Manipulation,Primary,Hard Ban,Hard Ban,Secondary,Primary
7th,Prismatic Spray,Evocation,1 Action,,(60 ft. ),"V, S",,Instantaneous,,,DEX Save,Fire (...),,"Eight rays of light flash from you in a 60-foot Cone . Each creature in the Cone makes a Dexterity saving throw. For each target, roll 1d8 to determine which color ray affects it, consulting the Prismatic Rays table.",https://www.dndbeyond.com/spells/2618895-prismatic-spray,Elemental Blasts,Hard Ban,Hard Ban,Hard Ban,Exclusive,Hard Ban
7th,Temple of the Gods,Conjuration,1 Hour,120 ft.,,"V, S, M",,24 Hours,,,CHA Save,Creation (...),,"You cause a temple to shimmer into existence on ground you can see within range. The temple must fit within an unoccupied cube of space, up to 120 feet on each side. The temple remains until the spell ends. It is dedicated to whatever god, pantheon, or philosophy is represented by the holy symbol used in the casting.

You make all decisions about the temple’s appearance. The interior is enclosed by a floor, walls, and a roof, with one door granting access to the interior and as many windows as you wish. Only you and any creatures you designate when you cast the spell can open or close the door.

The temple’s interior is an open space with an idol or altar at one end. You decide whether the temple is illuminated and whether that illumination is bright light or dim light. The smell of burning incense fills the air within, and the temperature is mild.

The temple opposes types of creatures you choose when you cast this spell. Choose one or more of the following: celestials, elementals, fey, fiends, or undead. If a creature of the chosen type attempts to enter the temple, that creature must make a Charisma saving throw. On a failed save, it can’t enter the temple for 24 hours. Even if the creature can enter the temple, the magic there hinders it; whenever it makes an attack roll, an ability check, or a saving throw inside the temple, it must roll a d4 and subtract the number rolled from the d20 roll.

In addition, the sensors created by divination spells can’t appear inside the temple, and creatures within can’t be targeted by divination spells.

Finally, whenever any creature in the temple regains hit points from a spell of 1st level or higher, the creature regains additional hit points equal to your Wisdom modifier (minimum 1 hit point).

The temple is made from opaque magical force that extends into the Ethereal Plane, thus blocking ethereal travel into the temple’s interior. Nothing can physically pass through the temple’s exterior. It can’t be dispelled by dispel magic , and antimagic field has no effect on it. A disintegrate spell destroys the temple instantly.

Casting this spell on the same spot every day for a year makes this effect permanent.",https://www.dndbeyond.com/spells/14606-temple-of-the-gods,Healing & Restoration,Hard Ban,Primary,Hard Ban,Primary,Hard Ban
8th,Befuddlement,Enchantment,1 Action,150 ft.,,"V, S, M",,Instantaneous,,,INT Save,Psychic,,"You blast the mind of a creature that you can see within range. The target makes an Intelligence saving throw.

On a failed save, the target takes 10d12 Psychic damage and can’t cast spells or take the Magic action. At the end of every 30 days, the target repeats the save, ending the effect on a success. The effect can also be ended by the Greater Restoration , Heal , or Wish spell.

On a successful save, the target takes half as much damage only.",https://www.dndbeyond.com/spells/2618832-befuddlement,Healing & Restoration,Hard Ban,Primary,Hard Ban,Primary,Hard Ban
8th,Control Weather,Transmutation,10 Minutes,,(5 miles ),"V, S, M",,8 Hours,,,,Control (...),,"You take control of the weather within 5 miles of you for the duration. You must be outdoors to cast this spell, and it ends early if you go indoors.

When you cast the spell, you change the current weather conditions, which are determined by the DM. You can change precipitation, temperature, and wind. It takes 1d4 × 10 minutes for the new conditions to take effect. Once they do so, you can change the conditions again. When the spell ends, the weather gradually returns to normal.

When you change the weather conditions, find a current condition on the following tables and change its stage by one, up or down. When changing the wind, you can change its direction.",https://www.dndbeyond.com/spells/2619054-control-weather,Weather & Climate Control,Hard Ban,Hard Ban,Primary,Primary,Hard Ban
8th,Earthquake,Transmutation,1 Action,500 ft.,,"V, S, M",,1 Minute,,,DEX Save,Bludgeoning,,"Choose a point on the ground that you can see within range. For the duration, an intense tremor rips through the ground in a 100-foot-radius circle centered on that point. The ground there is Difficult Terrain .

When you cast this spell and at the end of each of your turns for the duration, each creature on the ground in the area makes a Dexterity saving throw. On a failed save, a creature has the Prone condition, and its Concentration is broken.

You can also cause the effects below.

Fissures. A total of 1d6 fissures open in the spell’s area at the end of the turn you cast it. You choose the fissures’ locations, which can’t be under structures. Each fissure is 1d10 × 10 feet deep and 10 feet wide, and it extends from one edge of the spell’s area to another edge. A creature in the same space as a fissure must succeed on a Dexterity saving throw or fall in. A creature that successfully saves moves with the fissure’s edge as it opens.

Structures. The tremor deals 50 Bludgeoning damage to any structure in contact with the ground in the area when you cast the spell and at the end of each of your turns until the spell ends. If a structure drops to 0 Hit Points, it collapses.

A creature within a distance from a collapsing structure equal to half the structure’s height makes a Dexterity saving throw. On a failed save, the creature takes 12d6 Bludgeoning damage, has the Prone condition, and is buried in the rubble, requiring a DC 20 Strength ( Athletics ) check as an action to escape. On a successful save, the creature takes half as much damage only.",https://www.dndbeyond.com/spells/2619160-earthquake,Terrain Manipulation,Hard Ban,Hard Ban,Primary,Primary,Hard Ban
8th,Illusory Dragon,Illusion,1 Action,120 ft.,,S,,1 Minute,,,WIS Save,Acid (...),,"By gathering threads of shadow material from the Shadowfell, you create a Huge shadowy dragon in an unoccupied space that you can see within range. The illusion lasts for the spell’s duration and occupies its space, as if it were a creature.

When the illusion appears, any of your enemies that can see it must succeed on a Wisdom saving throw or become frightened of it for 1 minute. If a frightened creature ends its turn in a location where it doesn’t have line of sight to the illusion, it can repeat the saving throw, ending the effect on itself on a success.

As a bonus action on your turn, you can move the illusion up to 60 feet. At any point during its movement, you can cause it to exhale a blast of energy in a 60-foot cone originating from its space. When you create the dragon, choose a damage type: acid, cold, fire, lightning, necrotic, or poison. Each creature in the cone must make an Intelligence saving throw, taking 7d6 damage of the chosen damage type on a failed save, or half as much damage on a successful one.

The illusion is tangible because of the shadow stuff used to create it, but attacks miss it automatically, it succeeds on all saving throws, and it is immune to all damage and conditions. A creature that uses an action to examine the dragon can determine that it is an illusion by succeeding on an Intelligence ( Investigation ) check against your spell save DC. If a creature discerns the illusion for what it is, the creature can see through it and has advantage on saving throws against its breath.",https://www.dndbeyond.com/spells/14876-illusory-dragon,Elemental Blasts,Hard Ban,Hard Ban,Hard Ban,Exclusive,Hard Ban
8th,Incendiary Cloud,Conjuration,1 Action,150 ft.,(20 ft. ),"V, S",,1 Minute,,,DEX Save,Fire,,"A swirling cloud of embers and smoke fills a 20-foot-radius Sphere centered on a point within range. The cloud’s area is Heavily Obscured . It lasts for the duration or until a strong wind (like that created by Gust of Wind ) disperses it.

When the cloud appears, each creature in it makes a Dexterity saving throw, taking 10d8 Fire damage on a failed save or half as much damage on a successful one. A creature must also make this save when the Sphere moves into its space and when it enters the Sphere or ends its turn there. A creature makes this save only once per turn.

The cloud moves 10 feet away from you in a direction you choose at the start of each of your turns.",https://www.dndbeyond.com/spells/2619177-incendiary-cloud,Elemental Blasts,Hard Ban,Hard Ban,Hard Ban,Exclusive,Hard Ban
8th,Maddening Darkness,Evocation,1 Action,150 ft.,(60 ft. ),"V, M",,10 Minutes,,,WIS Save,Psychic,,"Magical darkness spreads from a point you choose within range to fill a 60-foot-radius sphere until the spell ends. The darkness spreads around corners. A creature with darkvision can’t see through this darkness. Nonmagical light, as well as light created by spells of 8th level or lower, can’t illuminate the area.

Shrieks, gibbering, and mad laughter can be heard within the sphere. Whenever a creature starts its turn in the sphere, it must make a Wisdom saving throw, taking 8d8 psychic damage on a failed save, or half as much damage on a successful one.",https://www.dndbeyond.com/spells/14881-maddening-darkness,Elemental Blasts,Hard Ban,Hard Ban,Hard Ban,Exclusive,Hard Ban
8th,Tsunami,Conjuration,1 Minute,1 mile,,"V, S",,6 Rounds,,,STR Save,Bludgeoning,,"A wall of water springs into existence at a point you choose within range. You can make the wall up to 300 feet long, 300 feet high, and 50 feet thick. The wall lasts for the duration.

When the wall appears, each creature in its area makes a Strength saving throw, taking 6d10 Bludgeoning damage on a failed save or half as much damage on a successful one.

At the start of each of your turns after the wall appears, the wall, along with any creatures in it, moves 50 feet away from you. Any Huge or smaller creature inside the wall or whose space the wall enters when it moves must succeed on a Strength saving throw or take 5d10 Bludgeoning damage. A creature can take this damage only once per round. At the end of the turn, the wall’s height is reduced by 50 feet, and the damage the wall deals on later rounds is reduced by 1d10. When the wall reaches 0 feet in height, the spell ends.

A creature caught in the wall can move by swimming. Because of the wave’s force, though, the creature must succeed on a Strength ( Athletics ) check against your spell save DC to move at all. If it fails the check, it can’t move. A creature that moves out of the wall falls to the ground.",https://www.dndbeyond.com/spells/2619206-tsunami,Terrain Manipulation,Hard Ban,Hard Ban,Primary,Primary,Hard Ban
9th,Blade of Disaster,Conjuration,1 Bonus Action,60 ft.,,"V, S",,1 Minute,,,Melee,Force,,"You create a blade-shaped planar rift about 3 feet long in an unoccupied space you can see within range. The blade lasts for the duration. When you cast this spell, you can make up to two melee spell attacks with the blade, each one against a creature, loose object, or structure within 5 feet of the blade. On a hit, the target takes 4d12 force damage. This attack scores a critical hit if the number on the d20 is 18 or higher. On a critical hit, the blade deals an extra 8d12 force damage (for a total of 12d12 force damage).

As a bonus action on your turn, you can move the blade up to 30 feet to an unoccupied space you can see and then make up to two melee spell attacks with it again.

The blade can harmlessly pass through any barrier, including a wall of force .",https://www.dndbeyond.com/spells/654072-blade-of-disaster,Force Manipulation,Primary,Hard Ban,Hard Ban,Secondary,Primary
9th,Mass Heal,Abjuration,1 Action,60 ft.,,"V, S",,Instantaneous,,,,Blinded (...),,"A flood of healing energy flows from you into creatures around you. You restore up to 700 Hit Points, divided as you choose among any number of creatures that you can see within range. Creatures healed by this spell also have the Blinded , Deafened , and Poisoned conditions removed from them.",https://www.dndbeyond.com/spells/2619027-mass-heal,Healing & Restoration,Hard Ban,Primary,Hard Ban,Primary,Hard Ban
9th,Meteor Swarm,Evocation,1 Action,1 mile,(40 ft. *),"V, S",,Instantaneous,,,DEX Save,Fire (...),,"Blazing orbs of fire plummet to the ground at four different points you can see within range. Each creature in a 40-foot-radius Sphere centered on each of those points makes a Dexterity saving throw. A creature takes 20d6 Fire damage and 20d6 Bludgeoning damage on a failed save or half as much damage on a successful one. A creature in the area of more than one fiery Sphere is affected only once.

A nonmagical object that isn’t being worn or carried also takes the damage if it’s in the spell’s area, and the object starts burning if it’s flammable.",https://www.dndbeyond.com/spells/2619035-meteor-swarm,Elemental Blasts,Hard Ban,Hard Ban,Hard Ban,Exclusive,Hard Ban
9th,Power Word Heal,Enchantment,1 Action,60 ft.,,V,,Instantaneous,,,,Prone,,"A wave of healing energy washes over one creature you can see within range. The target regains all its Hit Points. If the creature has the Charmed , Frightened , Paralyzed , Poisoned , or Stunned condition, the condition ends. If the creature has the Prone condition, it can use its Reaction to stand up.",https://www.dndbeyond.com/spells/2618880-power-word-heal,Healing & Restoration,Hard Ban,Primary,Hard Ban,Primary,Hard Ban
9th,Power Word Kill,Enchantment,1 Action,60 ft.,,V,,Instantaneous,,,,Psychic,,"You compel one creature you can see within range to die. If the target has 100 Hit Points or fewer, it dies. Otherwise, it takes 12d12 Psychic damage.",https://www.dndbeyond.com/spells/2618886-power-word-kill,Elemental Blasts,Hard Ban,Hard Ban,Hard Ban,Exclusive,Hard Ban
9th,Prismatic Wall,Abjuration,1 Action,60 ft.,,"V, S",,10 Minutes,,,CON Save,Fire (...),,"A shimmering, multicolored plane of light forms a vertical opaque wall—up to 90 feet long, 30 feet high, and 1 inch thick—centered on a point within range. Alternatively, you shape the wall into a globe up to 30 feet in diameter centered on a point within range. The wall lasts for the duration. If you position the wall in a space occupied by a creature, the spell ends instantly without effect.

The wall sheds Bright Light within 100 feet and Dim Light for an additional 100 feet. You and creatures you designate when you cast the spell can pass through and be near the wall without harm. If another creature that can see the wall moves within 20 feet of it or starts its turn there, the creature must succeed on a Constitution saving throw or have the Blinded condition for 1 minute.

The wall consists of seven layers, each with a different color. When a creature reaches into or passes through the wall, it does so one layer at a time through all the layers. Each layer forces the creature to make a Dexterity saving throw or be affected by that layer’s properties as described in the Prismatic Layers table.

The wall, which has AC 10, can be destroyed one layer at a time, in order from red to violet, by means specific to each layer. If a layer is destroyed, it is gone for the duration. Antimagic Field has no effect on the wall, and Dispel Magic can affect only the violet layer.",https://www.dndbeyond.com/spells/2618898-prismatic-wall,Elemental Blasts,Hard Ban,Hard Ban,Hard Ban,Exclusive,Hard Ban
9th,Psychic Scream,Enchantment,1 Action,90 ft.,,S,,Instantaneous,,,INT Save,Psychic,,"You unleash the power of your mind to blast the intellect of up to ten creatures of your choice that you can see within range. Creatures that have an Intelligence score of 2 or lower are unaffected.

Each target must make an Intelligence saving throw. On a failed save, a target takes 14d6 psychic damage and is stunned . On a successful save, a target takes half as much damage and isn’t stunned. If a target is killed by this damage, its head explodes, assuming it has one.

A stunned target can make an Intelligence saving throw at the end of each of its turns. On a successful save, the stunning effect ends.",https://www.dndbeyond.com/spells/14592-psychic-scream,Elemental Blasts,Hard Ban,Hard Ban,Hard Ban,Exclusive,Hard Ban
9th,Storm of Vengeance,Conjuration,1 Action,1 mile,,"V, S",,1 Minute,,,CON Save,Thunder (...),,"A churning storm cloud forms for the duration, centered on a point within range and spreading to a radius of 300 feet. Each creature under the cloud when it appears must succeed on a Constitution saving throw or take 2d6 Thunder damage and have the Deafened condition for the duration.

At the start of each of your later turns, the storm produces different effects, as detailed below.

Turn 2. Acidic rain falls. Each creature and object under the cloud takes 4d6 Acid damage.

Turn 3. You call six bolts of lightning from the cloud to strike six different creatures or objects beneath it. Each target makes a Dexterity saving throw, taking 10d6 Lightning damage on a failed save or half as much damage on a successful one.

Turn 4. Hailstones rain down. Each creature under the cloud takes 2d6 Bludgeoning damage.

Turns 5–10. Gusts and freezing rain assail the area under the cloud. Each creature there takes 1d6 Cold damage. Until the spell ends, the area is Difficult Terrain and Heavily Obscured , ranged attacks with weapons are impossible there, and strong wind blows through the area.",https://www.dndbeyond.com/spells/2619098-storm-of-vengeance,Weather & Climate Control,Hard Ban,Hard Ban,Primary,Primary,Hard Ban
Cantrip,Acid Splash,Evocation,1 Action,60 ft.,(5 ft. ),"V, S",,Instantaneous,,,DEX Save,Acid,,"You create an acidic bubble at a point within range, where it explodes in a 5-foot-radius Sphere . Each creature in that Sphere must succeed on a Dexterity saving throw or take 1d6 Acid damage.

Cantrip Upgrade. The damage increases by 1d6 when you reach levels 5 (2d6), 11 (3d6), and 17 (4d6).",https://www.dndbeyond.com/spells/2618844-acid-splash,Elemental Blasts,Hard Ban,Hard Ban,Hard Ban,Exclusive,Hard Ban
Cantrip,Booming Blade,Evocation,1 Action,,(5 ft. ),"S, M",,1 Round,,,Melee,Thunder (...),,"You brandish the weapon used in the spell’s casting and make a melee attack with it against one creature within 5 feet of you. On a hit, the target suffers the weapon attack’s normal effects and then becomes sheathed in booming energy until the start of your next turn. If the target willingly moves 5 feet or more before then, the target takes 1d8 thunder damage, and the spell ends.

This spell’s damage increases when you reach certain levels. At 5th level, the melee attack deals an extra 1d8 thunder damage to the target on a hit, and the damage the target takes for moving increases to 2d8. Both damage rolls increase by 1d8 at 11th level (2d8 and 3d8) and again at 17th level (3d8 and 4d8).",https://www.dndbeyond.com/spells/2410-booming-blade,Elemental Blasts,Hard Ban,Hard Ban,Hard Ban,Exclusive,Hard Ban
Cantrip,Chill Touch,Necromancy,1 Action,,,"V, S",,Instantaneous,,,Melee,Necrotic,,"Channeling the chill of the grave, make a melee spell attack against a target within reach. On a hit, the target takes 1d10 Necrotic damage, and it can’t regain Hit Points until the end of your next turn.

Cantrip Upgrade. The damage increases by 1d10 when you reach levels 5 (2d10), 11 (3d10), and 17 (4d10).",https://www.dndbeyond.com/spells/2618965-chill-touch,Elemental Blasts,Hard Ban,Hard Ban,Hard Ban,Exclusive,Hard Ban
Cantrip,Control Flames,Transmutation,1 Action,60 ft.,(5 ft. *),S,,Instantaneous,,,,Control,,"You choose nonmagical flame that you can see within range and that fits within a 5-foot cube. You affect it in one of the following ways:

You instantaneously expand the flame 5 feet in one direction, provided that wood or other fuel is present in the new location.

You instantaneously extinguish the flames within the cube.

You double or halve the area of bright light and dim light cast by the flame, change its color, or both. The change lasts for 1 hour.

You cause simple shapes—such as the vague form of a creature, an inanimate object, or a location—to appear within the flames and animate as you like. The shapes last for 1 hour.

If you cast this spell multiple times, you can have up to three of its non-instantaneous effects active at a time, and you can dismiss such an effect as an action.",https://www.dndbeyond.com/spells/2374-control-flames,Elemental Blasts,Hard Ban,Hard Ban,Hard Ban,Exclusive,Hard Ban
Cantrip,Create Bonfire,Conjuration,1 Action,60 ft.,(5 ft. ),"V, S",,1 Minute,,,DEX Save,Fire,,"You create a bonfire on ground that you can see within range. Until the spell ends, the magic bonfire fills a 5-foot cube. Any creature in the bonfire’s space when you cast the spell must succeed on a Dexterity saving throw or take 1d8 fire damage. A creature must also make the saving throw when it moves into the bonfire’s space for the first time on a turn or ends its turn there.

The bonfire ignites flammable objects in its area that aren’t being worn or carried.

The spell’s damage increases by 1d8 when you reach 5th level (2d8), 11th level (3d8), and 17th level (4d8).",https://www.dndbeyond.com/spells/2373-create-bonfire,Elemental Blasts,Hard Ban,Hard Ban,Hard Ban,Exclusive,Hard Ban
Cantrip,Eldritch Blast,Evocation,1 Action,120 ft.,,"V, S",,Instantaneous,,,Ranged,Force,,"You hurl a beam of crackling energy. Make a ranged spell attack against one creature or object in range. On a hit, the target takes 1d10 Force damage.

Cantrip Upgrade. The spell creates two beams at level 5, three beams at level 11, and four beams at level 17. You can direct the beams at the same target or at different ones. Make a separate attack roll for each beam.",https://www.dndbeyond.com/spells/2619161-eldritch-blast,Force Manipulation,Primary,Hard Ban,Hard Ban,Secondary,Primary
Cantrip,Elementalism,Transmutation,1 Action,30 ft.,(5 ft. *),"V, S",,Instantaneous,,,,,,"You exert control over the elements, creating one of the following effects within range.

Beckon Air. You create a breeze strong enough to ripple cloth, stir dust, rustle leaves, and close open doors and shutters, all in a 5-foot Cube. Doors and shutters being held open by someone or something aren’t affected.

Beckon Earth. You create a thin shroud of dust or sand that covers surfaces in a 5-foot-square area, or you cause a single word to appear in your handwriting in a patch of dirt or sand.

Beckon Fire. You create a thin cloud of harmless embers and colored, scented smoke in a 5-foot Cube. You choose the color and scent, and the embers can light candles, torches, or lamps in that area. The smoke’s scent lingers for 1 minute.

Beckon Water. You create a spray of cool mist that lightly dampens creatures and objects in a 5-foot Cube. Alternatively, you create 1 cup of clean water either in an open container or on a surface, and the water evaporates in 1 minute.

Sculpt Element. You cause dirt, sand, fire, smoke, mist, or water that can fit in a 1-foot Cube to assume a crude shape (such as that of a creature) for 1 hour.",https://www.dndbeyond.com/spells/2618834-elementalism,Elemental Blasts,Hard Ban,Hard Ban,Hard Ban,Exclusive,Hard Ban
Cantrip,Fire Bolt,Evocation,1 Action,120 ft.,,"V, S",,Instantaneous,,,Ranged,Fire,,"You hurl a mote of fire at a creature or an object within range. Make a ranged spell attack against the target. On a hit, the target takes 1d10 Fire damage. A flammable object hit by this spell starts burning if it isn’t being worn or carried.

Cantrip Upgrade. The damage increases by 1d10 when you reach levels 5 (2d10), 11 (3d10), and 17 (4d10).",https://www.dndbeyond.com/spells/2618890-fire-bolt,Elemental Blasts,Hard Ban,Hard Ban,Hard Ban,Exclusive,Hard Ban
Cantrip,Frostbite,Evocation,1 Action,60 ft.,,"V, S",,Instantaneous,,,CON Save,Cold,,"You cause numbing frost to form on one creature that you can see within range. The target must make a Constitution saving throw. On a failed save, the target takes 1d6 cold damage, and it has disadvantage on the next weapon attack roll it makes before the end of its next turn.

The spell’s damage increases by 1d6 when you reach 5th level (2d6), 11th level (3d6), and 17th level (4d6).",https://www.dndbeyond.com/spells/2382-frostbite,Elemental Blasts,Hard Ban,Hard Ban,Hard Ban,Exclusive,Hard Ban
